,addrcode,Year,Month,rainfall
963,100302,2016,6,45.32
964,100302,2016,7,57.181999999999995
965,100302,2016,8,59.8425
966,100302,2016,9,63.4925
967,100302,2016,10,54.278
968,100302,2016,11,6.260000000000001
969,100302,2016,12,3.7224999999999997
970,100302,2017,1,21.130000000000003
971,100302,2017,2,16.1325
972,100302,2017,3,15.9525
973,100302,2017,4,43.022
974,100302,2017,5,36.5
975,100302,2017,6,20.825
976,100302,2017,7,31.974
977,100302,2017,8,47.85249999999999
978,100302,2017,9,36.102
979,100302,2017,10,34.1875
980,100302,2017,11,1.7275
981,100302,2017,12,1.1525
988,100303,2014,3,25.302
989,100303,2014,4,16.314999999999998
990,100303,2014,5,12.642
991,100303,2014,6,36.525
992,100303,2014,7,12.100000000000001
993,100303,2014,8,43.684000000000005
994,100303,2014,9,66.42
995,100303,2014,10,64.16499999999999
996,100303,2014,11,7.975999999999999
997,100303,2014,12,3.6999999999999997
